Acc X;Acc Y;Acc Z;Gyr X;Gyr Y;Gyr Z;Mag X;Mag Y;Mag Z;q0;q1;q2;q3;Roll;Pitch;Yaw;
-0.42;-0.16;10.05;0.00;-0.00;0.00;-0.08;1.05;-1.23;0.82;-0.01;0.01;0.57;-0.41;1.87;68.87;
-0.21;-0.10;9.66;0.01;-0.01;0.00;-0.15;1.10;-1.22;0.82;-0.01;0.01;0.57;-0.40;1.87;68.88;
-0.20;-0.21;9.16;-0.02;0.01;0.00;-0.08;1.05;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.87;68.88;
-0.53;-0.05;10.45;0.01;-0.01;-0.00;-0.13;1.07;-1.23;0.82;-0.01;0.01;0.57;-0.41;1.87;68.88;
-0.17;-0.02;9.37;-0.00;0.00;-0.00;-0.10;1.04;-1.21;0.82;-0.01;0.01;0.57;-0.41;1.87;68.87;
-0.31;-0.11;9.73;-0.02;0.01;-0.00;-0.12;1.05;-1.27;0.82;-0.01;0.01;0.57;-0.42;1.87;68.87;
-0.46;0.03;10.56;0.02;-0.01;-0.00;-0.11;1.06;-1.26;0.82;-0.01;0.01;0.57;-0.41;1.87;68.87;
-0.13;-0.00;9.34;-0.01;0.01;-0.00;-0.11;1.05;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.87;68.87;
-0.41;-0.21;10.01;-0.00;0.01;-0.00;-0.12;1.06;-1.28;0.82;-0.01;0.01;0.57;-0.42;1.88;68.87;
-0.48;0.14;10.16;0.02;-0.01;-0.00;-0.08;1.03;-1.23;0.82;-0.01;0.01;0.57;-0.41;1.87;68.87;
-0.17;-0.16;9.27;-0.02;0.01;0.00;-0.13;1.07;-1.28;0.82;-0.01;0.01;0.57;-0.41;1.88;68.87;
-0.49;-0.23;9.95;0.01;-0.00;0.00;-0.05;1.02;-1.18;0.82;-0.01;0.01;0.57;-0.41;1.88;68.87;
-0.29;-0.01;9.79;0.01;-0.01;0.00;-0.12;1.05;-1.25;0.82;-0.01;0.01;0.57;-0.40;1.87;68.87;
-0.17;-0.32;9.20;-0.01;0.01;0.00;-0.06;1.02;-1.21;0.82;-0.01;0.01;0.57;-0.41;1.88;68.87;
-0.54;-0.11;9.92;0.01;-0.00;0.00;-0.11;1.06;-1.26;0.82;-0.01;0.01;0.57;-0.41;1.87;68.87;
-0.27;-0.05;9.80;0.01;-0.01;0.00;-0.05;1.02;-1.22;0.82;-0.01;0.01;0.57;-0.41;1.87;68.87;
-0.28;-0.20;9.30;-0.02;0.01;-0.00;-0.10;1.06;-1.21;0.82;-0.01;0.01;0.57;-0.41;1.88;68.87;
-0.47;-0.11;10.20;0.00;-0.00;0.00;-0.06;1.03;-1.23;0.82;-0.01;0.01;0.57;-0.41;1.87;68.87;
-0.17;0.05;9.79;0.00;-0.00;-0.00;-0.09;1.06;-1.19;0.82;-0.01;0.01;0.57;-0.41;1.87;68.87;
-0.24;-0.16;9.49;-0.02;0.01;0.00;-0.09;1.05;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.87;68.87;
-0.51;0.04;10.45;0.01;-0.01;-0.00;-0.08;1.05;-1.17;0.82;-0.01;0.01;0.57;-0.41;1.87;68.87;
-0.22;0.09;9.78;-0.00;0.01;-0.00;-0.11;1.07;-1.20;0.82;-0.01;0.01;0.57;-0.41;1.87;68.87;
-0.34;-0.25;9.49;-0.00;0.00;-0.00;-0.07;1.05;-1.24;0.82;-0.01;0.01;0.57;-0.42;1.88;68.87;
-0.37;0.06;10.32;0.01;-0.00;0.00;-0.11;1.09;-1.31;0.82;-0.01;0.01;0.57;-0.41;1.88;68.87;
-0.28;-0.11;9.44;-0.00;0.00;-0.00;-0.07;1.04;-1.22;0.82;-0.01;0.01;0.57;-0.41;1.88;68.86;
-0.28;-0.28;9.37;-0.00;0.01;0.00;-0.13;1.08;-1.28;0.82;-0.01;0.01;0.57;-0.41;1.88;68.87;
-0.51;0.02;10.36;0.02;-0.01;-0.00;-0.06;1.03;-1.24;0.82;-0.01;0.01;0.57;-0.41;1.87;68.86;
-0.14;-0.27;8.99;-0.01;0.00;0.00;-0.14;1.06;-1.32;0.82;-0.01;0.01;0.57;-0.41;1.87;68.87;
-0.43;-0.25;9.65;-0.01;0.01;0.00;-0.07;1.02;-1.25;0.82;-0.01;0.01;0.57;-0.41;1.88;68.87;
-0.32;0.08;10.37;0.01;-0.01;-0.00;-0.13;1.06;-1.29;0.82;-0.01;0.01;0.57;-0.41;1.87;68.87;
-0.17;-0.18;9.10;-0.01;0.01;0.00;-0.08;1.01;-1.26;0.82;-0.01;0.01;0.57;-0.42;1.87;68.87;
-0.45;-0.15;9.98;-0.00;0.01;0.00;-0.14;1.06;-1.27;0.82;-0.01;0.01;0.57;-0.42;1.88;68.87;
-0.40;0.15;10.27;0.01;-0.01;-0.00;-0.08;1.02;-1.25;0.82;-0.01;0.01;0.57;-0.41;1.87;68.86;
-0.12;-0.19;9.26;-0.02;0.02;0.00;-0.13;1.05;-1.27;0.82;-0.01;0.01;0.57;-0.42;1.88;68.86;
-0.53;0.01;10.38;0.01;-0.01;-0.00;-0.10;1.02;-1.25;0.82;-0.01;0.01;0.57;-0.42;1.88;68.86;
-0.23;0.09;9.85;0.00;-0.00;0.00;-0.11;1.03;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.88;68.86;
-0.29;-0.20;9.35;-0.01;0.01;0.00;-0.11;1.03;-1.24;0.82;-0.01;0.01;0.57;-0.42;1.88;68.86;
-0.51;-0.01;10.36;0.01;-0.00;0.00;-0.08;1.01;-1.19;0.82;-0.01;0.01;0.57;-0.41;1.88;68.86;
-0.24;-0.03;9.61;0.00;-0.00;-0.00;-0.11;1.03;-1.20;0.82;-0.01;0.01;0.57;-0.41;1.87;68.86;
-0.26;-0.32;9.22;-0.01;0.01;-0.00;-0.06;1.02;-1.17;0.82;-0.01;0.01;0.57;-0.42;1.88;68.86;
-0.57;-0.01;10.27;0.02;-0.01;0.00;-0.12;1.05;-1.24;0.82;-0.01;0.01;0.57;-0.41;1.87;68.86;
-0.09;-0.17;9.24;-0.01;0.01;-0.00;-0.05;1.00;-1.18;0.82;-0.01;0.01;0.57;-0.42;1.87;68.86;
-0.42;-0.24;9.53;-0.01;0.00;0.00;-0.12;1.06;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.87;68.86;
-0.41;0.01;10.47;0.01;-0.01;0.00;-0.05;1.01;-1.17;0.82;-0.01;0.01;0.57;-0.41;1.87;68.86;
-0.24;-0.11;9.18;-0.01;0.01;0.00;-0.11;1.04;-1.20;0.82;-0.01;0.01;0.57;-0.42;1.87;68.86;
-0.38;-0.17;9.79;-0.01;0.01;0.00;-0.05;1.01;-1.20;0.82;-0.01;0.01;0.57;-0.42;1.88;68.86;
-0.35;0.09;10.52;0.01;-0.01;-0.00;-0.09;1.06;-1.17;0.82;-0.01;0.01;0.57;-0.42;1.88;68.86;
-0.09;-0.09;9.17;-0.02;0.02;-0.00;-0.06;1.04;-1.19;0.82;-0.01;0.01;0.57;-0.42;1.88;68.86;
-0.44;-0.11;10.22;0.01;-0.01;0.00;-0.08;1.05;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.88;68.86;
-0.31;0.04;10.10;0.01;0.00;-0.00;-0.07;1.06;-1.24;0.82;-0.01;0.01;0.57;-0.41;1.88;68.86;
-0.22;-0.12;9.17;-0.01;0.01;0.00;-0.07;1.07;-1.19;0.82;-0.01;0.01;0.57;-0.42;1.88;68.86;
-0.41;-0.19;10.18;0.01;-0.00;-0.00;-0.09;1.06;-1.20;0.82;-0.01;0.01;0.57;-0.42;1.88;68.86;
-0.33;0.08;9.74;0.01;-0.01;-0.00;-0.05;1.03;-1.18;0.82;-0.01;0.01;0.57;-0.41;1.87;68.86;
-0.21;-0.30;9.29;-0.02;0.01;0.00;-0.11;1.06;-1.25;0.82;-0.01;0.01;0.57;-0.42;1.88;68.86;
-0.53;-0.15;10.08;0.02;-0.01;-0.00;-0.04;1.01;-1.19;0.82;-0.01;0.01;0.57;-0.41;1.87;68.86;
-0.23;0.01;9.45;-0.01;0.00;0.00;-0.11;1.07;-1.26;0.82;-0.01;0.01;0.57;-0.42;1.88;68.86;
-0.33;-0.29;9.53;-0.01;0.01;-0.00;-0.04;1.01;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.88;68.85;
-0.56;-0.02;10.18;0.01;-0.01;-0.00;-0.11;1.06;-1.25;0.82;-0.01;0.01;0.57;-0.41;1.88;68.85;
-0.16;-0.06;9.49;-0.01;0.00;-0.00;-0.04;1.02;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.88;68.85;
-0.34;-0.21;9.74;-0.01;0.01;-0.00;-0.10;1.07;-1.24;0.82;-0.01;0.01;0.57;-0.43;1.89;68.85;
-0.54;0.14;10.40;0.01;-0.01;0.00;-0.05;1.03;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.88;68.85;
-0.17;-0.06;9.47;-0.01;0.01;-0.00;-0.08;1.04;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.89;68.85;
-0.43;-0.16;9.79;0.00;0.00;0.00;-0.08;1.03;-1.23;0.82;-0.01;0.01;0.57;-0.42;1.89;68.85;
-0.33;0.01;10.34;0.01;-0.01;0.00;-0.06;1.02;-1.19;0.82;-0.01;0.01;0.57;-0.42;1.88;68.85;
-0.21;-0.14;9.20;-0.01;-0.00;0.00;-0.09;1.04;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.88;68.86;
-0.35;-0.17;9.90;-0.00;0.00;0.00;-0.05;1.03;-1.16;0.82;-0.01;0.01;0.57;-0.42;1.88;68.86;
-0.33;-0.01;9.99;0.01;-0.01;-0.00;-0.11;1.06;-1.20;0.82;-0.01;0.01;0.57;-0.41;1.88;68.86;
-0.15;-0.20;9.04;-0.02;0.01;0.00;-0.05;1.02;-1.16;0.82;-0.01;0.01;0.57;-0.42;1.88;68.86;
-0.44;-0.23;10.13;0.01;-0.00;-0.00;-0.13;1.07;-1.20;0.82;-0.01;0.01;0.57;-0.42;1.88;68.85;
-0.33;0.03;9.77;0.01;0.00;-0.00;-0.06;1.03;-1.17;0.82;-0.01;0.01;0.57;-0.41;1.88;68.85;
-0.24;-0.21;9.29;-0.02;0.01;-0.00;-0.12;1.08;-1.18;0.82;-0.01;0.01;0.57;-0.42;1.88;68.85;
-0.47;-0.08;10.27;0.01;0.00;-0.00;-0.09;1.05;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.88;68.85;
-0.27;0.11;9.68;-0.00;-0.00;-0.00;-0.09;1.05;-1.17;0.82;-0.01;0.01;0.57;-0.42;1.88;68.85;
-0.24;-0.25;9.56;-0.02;0.01;-0.00;-0.11;1.07;-1.22;0.82;-0.01;0.01;0.57;-0.43;1.88;68.84;
-0.53;0.09;10.38;0.02;-0.01;0.00;-0.08;1.04;-1.17;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.17;-0.02;9.67;-0.01;0.00;0.00;-0.12;1.08;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.88;68.85;
-0.41;-0.22;9.57;-0.00;-0.00;0.00;-0.06;1.04;-1.17;0.82;-0.01;0.01;0.57;-0.42;1.88;68.85;
-0.46;0.05;10.26;0.01;-0.01;0.00;-0.14;1.10;-1.29;0.82;-0.01;0.01;0.57;-0.41;1.87;68.85;
-0.21;-0.09;9.56;-0.00;0.01;-0.00;-0.07;1.05;-1.24;0.82;-0.01;0.01;0.57;-0.42;1.88;68.85;
-0.33;-0.28;9.43;-0.01;0.01;-0.00;-0.13;1.08;-1.23;0.82;-0.01;0.01;0.57;-0.42;1.88;68.85;
-0.40;-0.07;10.12;0.01;-0.01;0.00;-0.07;1.02;-1.21;0.82;-0.01;0.01;0.57;-0.41;1.87;68.85;
-0.11;-0.10;9.27;-0.01;0.01;0.00;-0.11;1.07;-1.25;0.82;-0.01;0.01;0.57;-0.42;1.88;68.85;
-0.47;-0.29;9.71;-0.00;0.00;0.00;-0.08;1.06;-1.30;0.82;-0.01;0.01;0.57;-0.42;1.88;68.85;
-0.33;0.02;10.08;0.01;-0.01;-0.00;-0.09;1.04;-1.23;0.82;-0.01;0.01;0.57;-0.41;1.87;68.84;
-0.20;-0.12;9.36;-0.02;0.01;-0.00;-0.08;1.03;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.45;-0.18;9.96;0.00;0.00;0.00;-0.07;1.02;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.37;0.15;9.99;0.01;-0.01;-0.00;-0.09;1.04;-1.28;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.20;-0.18;9.59;-0.02;0.01;0.00;-0.05;1.01;-1.18;0.82;-0.01;0.01;0.57;-0.43;1.88;68.84;
-0.55;-0.07;10.14;0.01;-0.01;0.00;-0.10;1.02;-1.25;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.26;0.08;9.76;-0.00;0.00;0.00;-0.04;1.01;-1.18;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.26;-0.24;9.66;-0.01;0.01;0.00;-0.10;1.04;-1.24;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.52;-0.01;10.09;0.02;-0.00;0.00;-0.04;0.99;-1.17;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.23;-0.07;9.65;-0.00;-0.00;0.00;-0.12;1.05;-1.25;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.27;-0.28;9.35;-0.00;0.01;0.00;-0.03;0.99;-1.13;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.46;-0.04;10.16;0.01;-0.00;0.00;-0.11;1.04;-1.16;0.82;-0.01;0.01;0.57;-0.41;1.88;68.84;
-0.16;-0.13;9.54;-0.00;0.00;-0.00;-0.05;1.01;-1.17;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.29;-0.22;9.36;-0.01;0.00;0.00;-0.12;1.08;-1.15;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.37;0.01;10.45;0.01;-0.01;0.00;-0.07;1.02;-1.13;0.82;-0.01;0.01;0.57;-0.41;1.87;68.84;
-0.24;-0.11;9.23;-0.00;0.00;0.00;-0.11;1.06;-1.20;0.82;-0.01;0.01;0.57;-0.42;1.87;68.85;
-0.39;-0.20;9.71;-0.01;0.01;0.00;-0.09;1.04;-1.17;0.82;-0.01;0.01;0.57;-0.42;1.88;68.85;
-0.42;0.09;10.55;0.01;-0.00;-0.00;-0.11;1.05;-1.15;0.82;-0.01;0.01;0.57;-0.41;1.87;68.84;
-0.20;-0.10;9.05;-0.01;0.01;-0.00;-0.11;1.07;-1.20;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.39;-0.12;10.14;0.00;-0.00;-0.00;-0.09;1.04;-1.15;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.32;0.10;10.18;0.01;-0.00;-0.00;-0.14;1.08;-1.20;0.82;-0.01;0.01;0.57;-0.41;1.87;68.84;
-0.23;-0.16;9.09;-0.02;0.01;0.00;-0.07;1.04;-1.12;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.52;-0.18;10.28;0.01;-0.00;0.00;-0.15;1.09;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.36;0.13;9.89;0.01;-0.00;0.00;-0.09;1.07;-1.20;0.82;-0.01;0.01;0.57;-0.41;1.87;68.84;
-0.19;-0.34;9.08;-0.02;0.02;0.00;-0.15;1.11;-1.25;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.52;-0.05;10.22;0.02;-0.01;0.00;-0.09;1.06;-1.22;0.82;-0.01;0.01;0.57;-0.41;1.88;68.84;
-0.20;-0.05;9.68;-0.00;0.00;0.00;-0.14;1.09;-1.24;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.26;-0.31;9.25;-0.01;0.01;0.00;-0.10;1.06;-1.28;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.53;0.06;10.42;0.01;-0.01;0.00;-0.11;1.07;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.19;-0.14;9.52;-0.00;0.01;-0.00;-0.12;1.06;-1.27;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.36;-0.20;9.33;-0.01;0.01;-0.00;-0.08;1.04;-1.26;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.41;0.01;10.54;0.01;-0.01;-0.00;-0.14;1.06;-1.28;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.22;-0.05;9.42;-0.00;0.01;-0.00;-0.07;1.04;-1.23;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.36;-0.16;9.64;-0.01;0.00;0.00;-0.14;1.08;-1.24;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.40;0.08;10.53;0.01;-0.00;-0.00;-0.07;1.02;-1.24;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.21;-0.11;9.13;-0.01;0.01;0.00;-0.12;1.07;-1.25;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.37;-0.20;9.90;-0.00;0.00;0.00;-0.06;1.03;-1.25;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.41;0.10;10.30;0.02;-0.01;-0.00;-0.10;1.04;-1.24;0.82;-0.01;0.01;0.57;-0.41;1.87;68.84;
-0.16;-0.21;9.08;-0.02;0.01;0.00;-0.09;1.04;-1.26;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.42;-0.20;9.98;0.00;0.00;0.00;-0.07;1.04;-1.23;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.34;0.08;10.02;0.01;-0.00;-0.00;-0.10;1.04;-1.24;0.82;-0.01;0.01;0.57;-0.41;1.87;68.84;
-0.16;-0.27;9.19;-0.02;0.01;0.00;-0.05;1.01;-1.16;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.51;-0.15;10.05;0.01;-0.00;-0.00;-0.11;1.07;-1.23;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.27;0.09;9.93;0.01;-0.01;-0.00;-0.05;1.02;-1.19;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.16;-0.25;9.41;-0.02;0.01;-0.00;-0.12;1.09;-1.25;0.82;-0.01;0.01;0.57;-0.43;1.87;68.84;
-0.55;-0.04;10.13;0.01;-0.00;-0.00;-0.06;1.05;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.21;0.01;9.80;0.00;-0.00;-0.00;-0.12;1.09;-1.25;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.27;-0.22;9.48;-0.01;0.01;0.00;-0.07;1.05;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.59;-0.03;10.15;0.01;-0.01;0.00;-0.11;1.07;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.17;-0.03;9.68;-0.01;0.00;-0.00;-0.10;1.05;-1.26;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.39;-0.21;9.54;-0.01;0.00;-0.00;-0.10;1.06;-1.28;0.82;-0.01;0.01;0.57;-0.42;1.87;68.83;
-0.45;-0.03;10.12;0.01;-0.01;0.00;-0.11;1.07;-1.31;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.22;-0.06;9.46;-0.01;0.01;-0.00;-0.09;1.05;-1.27;0.82;-0.01;0.01;0.57;-0.42;1.87;68.83;
-0.44;-0.24;9.66;-0.00;-0.00;0.00;-0.12;1.06;-1.34;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.40;0.02;10.15;0.01;0.00;0.00;-0.08;1.02;-1.27;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.21;-0.14;9.30;-0.01;0.01;0.00;-0.14;1.05;-1.30;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.44;-0.13;9.89;0.00;-0.00;0.00;-0.06;1.01;-1.20;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.33;0.06;10.17;0.01;-0.00;0.00;-0.14;1.05;-1.29;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.18;-0.19;9.26;-0.01;0.01;0.00;-0.08;1.01;-1.24;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.36;-0.07;10.03;0.00;-0.00;-0.00;-0.14;1.05;-1.26;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.31;0.03;10.14;0.01;-0.01;-0.00;-0.07;1.02;-1.23;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.17;-0.20;9.16;-0.01;0.00;0.00;-0.11;1.04;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.88;68.84;
-0.39;-0.08;10.32;0.01;-0.01;-0.00;-0.08;1.02;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.27;-0.09;9.72;0.01;-0.01;-0.00;-0.10;1.03;-1.17;0.82;-0.01;0.01;0.57;-0.42;1.87;68.84;
-0.21;-0.20;9.17;-0.02;0.01;-0.00;-0.10;1.02;-1.25;0.82;-0.01;0.01;0.57;-0.43;1.87;68.83;
-0.54;-0.01;10.55;0.01;-0.01;-0.00;-0.07;1.03;-1.19;0.82;-0.01;0.01;0.57;-0.42;1.87;68.83;
-0.32;-0.09;9.24;0.01;-0.00;-0.01;-0.10;1.05;-1.24;0.82;-0.01;0.01;0.57;-0.42;1.87;68.83;
-0.25;-0.17;9.50;-0.02;0.02;-0.00;-0.06;1.02;-1.17;0.82;-0.01;0.01;0.57;-0.43;1.88;68.83;
-0.50;-0.02;10.60;0.02;-0.01;-0.00;-0.10;1.05;-1.23;0.82;-0.01;0.01;0.57;-0.42;1.87;68.82;
-0.24;-0.05;8.96;-0.01;0.01;0.00;-0.04;1.01;-1.17;0.82;-0.01;0.01;0.57;-0.42;1.87;68.82;
-0.39;-0.21;9.96;-0.01;0.00;0.00;-0.12;1.06;-1.23;0.82;-0.01;0.01;0.57;-0.43;1.88;68.83;
-0.61;0.07;10.34;0.02;-0.02;-0.00;-0.04;1.02;-1.18;0.82;-0.01;0.01;0.57;-0.41;1.87;68.82;
-0.13;-0.12;8.95;-0.02;0.01;0.00;-0.11;1.07;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.87;68.83;
-0.41;-0.21;10.23;-0.00;0.01;0.00;-0.05;1.03;-1.16;0.82;-0.01;0.01;0.57;-0.42;1.88;68.83;
-0.44;0.13;10.12;0.02;-0.02;0.01;-0.09;1.08;-1.16;0.82;-0.01;0.01;0.57;-0.41;1.87;68.83;
-0.03;-0.27;9.01;-0.02;0.01;0.00;-0.07;1.05;-1.24;0.82;-0.01;0.01;0.57;-0.42;1.87;68.83;
-0.56;-0.12;10.27;0.01;-0.00;0.00;-0.09;1.06;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.87;68.83;
-0.29;0.06;9.85;0.01;-0.01;0.00;-0.07;1.06;-1.26;0.82;-0.01;0.01;0.57;-0.41;1.87;68.83;
-0.15;-0.31;9.06;-0.02;0.02;-0.00;-0.08;1.05;-1.19;0.82;-0.01;0.01;0.57;-0.42;1.88;68.83;
-0.51;-0.11;10.31;0.01;0.00;-0.00;-0.09;1.05;-1.24;0.82;-0.01;0.01;0.57;-0.42;1.88;68.83;
-0.15;0.04;9.73;0.00;0.00;-0.00;-0.04;1.03;-1.20;0.82;-0.01;0.01;0.57;-0.41;1.88;68.83;
-0.18;-0.28;9.27;-0.02;0.01;0.00;-0.11;1.05;-1.27;0.82;-0.01;0.01;0.57;-0.42;1.88;68.83;
-0.50;-0.07;10.26;0.01;-0.01;0.00;-0.04;1.01;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.88;68.83;
-0.26;0.10;9.65;-0.00;-0.00;-0.00;-0.11;1.05;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.88;68.83;
-0.26;-0.27;9.58;-0.01;0.00;-0.00;-0.04;1.01;-1.20;0.82;-0.01;0.01;0.57;-0.42;1.88;68.83;
-0.53;0.01;10.22;0.01;-0.00;-0.00;-0.10;1.05;-1.23;0.82;-0.01;0.01;0.57;-0.42;1.88;68.83;
-0.12;0.05;9.64;-0.01;-0.00;0.00;-0.06;1.03;-1.25;0.82;-0.01;0.01;0.57;-0.42;1.87;68.83;
-0.29;-0.28;9.68;-0.00;-0.00;0.00;-0.08;1.05;-1.20;0.82;-0.01;0.01;0.57;-0.42;1.87;68.83;
-0.52;0.08;10.15;0.02;-0.01;0.00;-0.08;1.04;-1.22;0.82;-0.01;0.01;0.57;-0.41;1.87;68.83;
-0.17;-0.09;9.56;-0.01;0.00;0.00;-0.05;1.02;-1.15;0.82;-0.01;0.01;0.57;-0.42;1.87;68.83;
-0.46;-0.27;9.55;-0.00;0.01;-0.00;-0.11;1.04;-1.20;0.82;-0.01;0.01;0.57;-0.42;1.87;68.83;
-0.39;0.05;10.16;0.01;-0.00;-0.00;-0.05;1.01;-1.16;0.82;-0.01;0.01;0.57;-0.41;1.87;68.82;
-0.16;-0.16;9.45;-0.01;0.01;-0.00;-0.12;1.06;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.88;68.82;
-0.41;-0.23;9.58;0.00;0.00;-0.00;-0.06;1.03;-1.19;0.82;-0.01;0.01;0.57;-0.42;1.88;68.82;
-0.35;0.07;10.30;0.01;-0.01;0.00;-0.12;1.08;-1.19;0.82;-0.01;0.01;0.57;-0.41;1.87;68.82;
-0.31;-0.18;9.26;-0.01;0.01;0.00;-0.07;1.04;-1.21;0.82;-0.01;0.01;0.57;-0.42;1.87;68.82;
-0.52;-0.11;9.85;-0.00;0.00;0.00;-0.11;1.05;-1.22;0.82;-0.01;0.01;0.57;-0.42;1.87;68.82;
-0.33;-0.02;10.21;0.01;-0.01;-0.00;-0.10;1.07;-1.24;0.82;-0.01;0.01;0.57;-0.41;1.87;68.82;
-0.24;-0.13;9.24;-0.02;0.01;0.00;-0.09;1.06;-1.18;0.82;-0.01;0.01;0.57;-0.42;1.87;68.82;
-0.42;-0.12;10.16;0.01;-0.01;0.00;-0.12;1.09;-1.24;0.82;-0.01;0.01;0.57;-0.42;1.87;68.82;
-0.29;0.02;9.93;0.01;-0.01;0.00;-0.06;1.04;-1.16;0.82;-0.01;0.01;0.57;-0.41;1.87;68.82;
-0.23;-0.16;9.23;-0.02;0.01;0.00;-0.13;1.10;-1.30;0.82;-0.01;0.01;0.57;-0.42;1.87;68.83;
-0.46;-0.16;10.28;0.01;-0.00;0.00;-0.06;1.04;-1.24;0.82;-0.01;0.01;0.57;-0.42;1.87;68.83;
-0.19;0.05;9.57;0.00;0.00;-0.00;-0.13;1.08;-1.25;0.82;-0.01;0.01;0.57;-0.41;1.87;68.83;
-0.22;-0.18;9.59;-0.02;0.02;0.00;-0.07;1.05;-1.23;0.82;-0.01;0.01;0.57;-0.42;1.88;68.82;
-0.41;-0.09;10.20;0.02;-0.01;-0.00;-0.12;1.08;-1.24;0.82;-0.01;0.01;0.57;-0.41;1.87;68.82;
-0.15;-0.01;9.38;-0.01;0.01;-0.00;-0.08;1.04;-1.26;0.82;-0.01;0.01;0.57;-0.42;1.88;68.82;
-0.29;-0.26;9.85;-0.01;0.01;0.00;-0.10;1.04;-1.25;0.82;-0.01;0.01;0.57;-0.42;1.88;68.82;
-0.51;0.01;10.02;0.02;-0.01;-0.00;-0.09;1.04;-1.26;0.82;-0.01;0.01;0.57;-0.41;1.87;68.82;
